Nodo_ID,Lat_Nodo,Lng_Nodo,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
34.02_-118.37,34.02,-118.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
34.02_-118.42,34.02,-118.42,0,0,3,3,0,5,0,5,2,4,1,1,3,4,3,2,4,1,0,4,5,3,1,1,2,1,1,2,0,2,0,3,3,1,2,1,1,4,2,1,2,1,6,4,5,10,11,11,1,0,5,3,1,1,1,3,2,8,6,6,2,2,3,11,7,8,2,1,5,4,6,2,3,4,2,9,4,8,2,3,8,6,3,2,7
34.02_-118.43,34.02,-118.43,3,1,4,1,2,6,2,5,11,7,5,4,5,3,4,4,3,7,2,5,4,3,7,11,4,6,2,6,8,4,6,6,3,4,3,2,3,3,10,10,5,5,8,26,3,11,9,11,11,2,4,5,2,1,3,3,6,7,3,5,5,2,8,4,5,3,5,7,7,5,3,6,5,10,2,3,5,7,0,0,3,6,3,4,1
34.02_-118.44,34.02,-118.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,6,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1
34.03_-118.14,34.03,-118.14,0,2,0,2,3,2,1,2,1,1,0,2,2,3,2,0,0,3,1,1,0,0,1,0,2,1,1,3,0,3,1,2,3,3,0,0,1,3,0,2,3,0,4,0,2,1,4,1,7,1,8,5,0,1,1,4,7,4,2,3,1,2,3,2,1,0,0,1,0,3,0,2,0,3,0,3,1,5,0,0,1,3,2,1,0
34.03_-118.15,34.03,-118.15,3,8,4,9,6,7,3,7,6,7,4,4,1,5,5,7,2,4,3,6,1,1,1,0,6,7,4,6,13,4,3,8,5,2,8,2,4,10,5,2,3,4,12,9,5,7,8,12,9,5,11,7,1,2,4,6,10,7,15,12,17,0,6,11,5,4,12,3,4,6,12,14,3,14,7,10,9,8,15,4,8,6,12,9,5
34.03_-118.16,34.03,-118.16,1,1,7,4,4,5,1,1,6,3,3,2,8,1,3,4,1,2,5,1,3,0,0,0,4,2,1,3,3,4,4,4,0,1,2,5,2,3,2,2,0,3,3,4,1,6,4,4,3,3,1,2,0,0,3,8,11,15,6,4,7,1,2,3,4,2,6,6,7,1,6,11,3,9,7,15,7,10,3,7,13,15,12,10,1
34.03_-118.17,34.03,-118.17,5,9,5,14,10,7,3,9,8,9,4,6,4,8,4,3,4,7,7,8,13,2,8,6,6,6,3,6,7,9,2,10,9,9,4,3,11,6,9,3,7,3,13,20,5,17,12,10,14,10,9,15,0,1,7,15,16,31,11,6,6,3,11,9,9,6,12,24,30,18,14,13,17,21,18,24,23,31,25,13,17,22,23,12,16
34.03_-118.18,34.03,-118.18,1,4,10,11,4,5,9,7,7,9,7,9,11,9,7,6,12,6,5,8,5,6,6,8,7,9,4,10,12,10,6,15,4,3,7,7,4,3,5,4,8,6,12,18,8,13,10,11,12,14,11,4,1,1,14,10,37,20,13,26,8,7,9,16,13,11,11,15,11,8,14,30,7,20,11,12,8,11,12,16,11,14,13,10,10
34.03_-118.19,34.03,-118.19,4,11,9,7,6,8,4,3,13,9,7,5,7,8,6,9,6,8,9,7,7,2,3,5,5,9,9,9,5,5,5,5,7,6,14,6,7,9,11,3,7,6,12,12,3,13,12,12,18,13,3,6,1,1,3,0,19,19,15,19,6,7,14,9,11,20,10,20,11,25,15,29,13,28,14,15,23,27,15,10,13,26,10,7,5
34.03_-118.2,34.03,-118.2,2,7,5,8,3,9,5,4,10,8,9,5,1,3,3,1,1,4,8,10,5,6,5,3,2,9,9,3,2,7,7,5,1,7,10,14,6,7,10,6,4,13,15,19,11,19,13,18,11,9,6,3,1,2,2,5,8,8,3,6,12,11,12,11,8,4,7,13,12,16,24,14,10,15,11,11,14,19,9,9,10,22,10,8,7
34.03_-118.21,34.03,-118.21,9,17,17,13,16,20,10,12,20,21,11,7,5,10,9,14,12,6,18,17,17,10,6,9,21,14,13,5,17,9,7,17,13,6,6,10,6,7,17,6,7,12,23,31,12,33,34,16,18,12,15,17,7,6,13,19,37,37,51,28,16,14,19,27,28,32,18,23,35,43,36,30,26,42,33,39,31,41,26,15,22,26,29,28,17
34.03_-118.22,34.03,-118.22,8,21,22,26,24,20,25,19,26,37,13,12,22,13,16,25,12,12,18,23,20,8,14,18,20,25,23,20,18,16,22,18,20,11,14,16,17,26,17,21,13,17,40,51,28,44,30,40,29,18,26,37,12,9,16,25,46,64,35,32,19,39,36,38,39,31,30,53,43,40,40,53,34,86,53,42,47,56,50,33,46,45,31,44,29
34.03_-118.23,34.03,-118.23,3,11,19,25,15,14,16,10,16,14,8,19,14,14,9,23,7,18,15,12,6,12,8,7,15,17,13,7,13,10,11,17,9,4,11,7,17,11,8,3,11,11,16,29,18,38,31,22,19,24,18,19,4,6,7,10,25,18,26,37,14,11,26,15,17,10,14,17,16,15,17,38,22,27,18,18,21,23,17,4,14,15,23,13,15
34.03_-118.24,34.03,-118.24,2,2,0,2,1,1,4,1,5,2,1,1,3,0,0,1,1,3,2,2,0,0,1,0,8,1,0,0,2,1,4,3,1,1,1,0,1,4,6,1,2,3,2,8,4,4,6,3,6,4,2,8,2,3,2,3,5,6,6,6,4,2,1,3,6,6,14,9,8,0,4,31,4,36,14,6,3,8,8,3,3,6,10,4,6
34.03_-118.25,34.03,-118.25,1,5,10,3,1,3,3,7,2,5,6,1,4,6,2,5,3,5,2,4,5,4,4,4,2,2,3,7,8,5,2,3,2,7,3,4,6,5,8,6,3,1,6,5,4,10,8,10,6,4,7,1,2,0,4,13,15,7,15,10,6,8,9,6,10,19,9,7,13,8,10,11,18,13,9,11,11,15,11,7,6,7,17,11,3
34.03_-118.26,34.03,-118.26,2,16,6,11,6,12,9,8,24,15,17,6,9,5,6,9,15,8,10,15,7,6,4,16,8,7,6,15,11,11,7,16,6,3,11,5,14,6,12,6,10,10,28,24,18,22,26,26,15,10,15,13,2,2,2,5,27,27,23,32,5,21,12,10,7,17,16,13,12,8,11,10,16,25,11,24,8,17,15,5,14,15,13,12,8
34.03_-118.27,34.03,-118.27,8,10,24,23,24,35,26,18,13,20,20,15,27,21,12,13,17,13,14,17,23,10,17,22,34,22,24,18,22,20,10,20,28,9,16,16,10,10,19,19,15,11,48,43,34,46,67,53,38,43,22,30,5,15,31,31,53,31,31,36,29,24,29,24,31,26,31,23,30,26,24,46,44,38,38,32,39,30,30,12,24,37,33,19,19
34.03_-118.28,34.03,-118.28,2,1,1,2,0,1,0,1,0,2,0,0,1,0,0,1,1,1,2,0,4,0,0,2,0,0,2,0,0,2,0,0,0,1,0,2,1,2,2,2,3,2,1,4,1,5,3,1,6,4,3,1,1,3,3,4,11,4,6,6,7,2,9,7,9,16,8,13,11,10,14,10,3,9,6,7,11,5,5,4,4,5,7,3,0
34.03_-118.29,34.03,-118.29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
34.03_-118.3,34.03,-118.3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
34.03_-118.31,34.03,-118.31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,5,2,4,0,6,3,1,1,0,0,0,0,1,0,2,1,0
34.03_-118.32,34.03,-118.32,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,4,0,0,0,2,0,0,2,0,0,1,1
34.03_-118.33,34.03,-118.33,4,7,9,8,8,13,11,10,8,6,5,6,5,5,4,12,12,2,9,6,14,1,11,8,8,12,9,13,13,11,7,4,8,1,0,0,0,1,0,0,0,3,8,3,1,2,3,4,2,4,2,4,0,0,0,2,0,0,2,3,0,3,2,2,0,2,15,2,3,3,3,4,3,7,3,2,3,2,4,3,1,2,2,3,0
34.03_-118.34,34.03,-118.34,3,9,6,5,4,4,2,5,6,4,3,5,9,4,0,6,1,3,1,6,1,7,7,0,1,2,2,10,10,5,3,3,3,5,5,3,2,2,6,5,3,5,2,6,1,0,6,7,2,9,5,1,1,1,9,17,15,13,11,5,3,2,2,9,10,2,17,1,14,4,15,9,4,21,16,8,10,8,9,3,4,9,9,4,8
34.03_-118.35,34.03,-118.35,7,13,8,11,9,15,14,10,14,12,8,6,10,9,5,10,11,12,10,8,10,12,17,6,10,13,5,15,16,9,8,6,9,2,5,6,4,8,9,7,6,11,18,25,13,21,22,19,13,13,8,8,1,7,6,5,12,11,11,23,9,8,11,9,7,6,28,8,5,7,2,10,5,12,5,10,9,15,9,6,5,4,24,4,7
34.03_-118.36,34.03,-118.36,0,5,1,3,1,1,1,1,2,2,2,0,3,0,2,3,4,5,1,1,3,1,6,3,4,1,1,2,7,1,3,2,0,1,2,4,1,3,3,1,3,1,4,3,3,0,1,1,4,3,1,4,0,0,2,7,4,4,5,5,1,5,2,10,6,4,5,8,3,6,9,5,13,9,4,5,5,7,3,1,5,9,7,3,2
34.03_-118.37,34.03,-118.37,2,2,3,5,6,3,6,1,5,1,3,4,7,8,6,7,5,2,3,2,2,5,6,2,9,5,6,5,3,6,4,8,1,1,0,0,0,3,0,1,3,2,2,2,4,1,0,3,1,3,3,5,1,0,4,6,9,6,7,8,1,2,2,4,2,0,2,7,1,0,4,5,4,4,3,5,4,3,2,2,0,0,4,1,2
34.03_-118.38,34.03,-118.38,0,0,0,2,0,1,0,2,3,1,1,2,1,1,2,1,2,0,3,2,1,2,1,2,1,2,0,1,1,4,0,0,1,3,2,1,2,1,2,0,0,1,0,0,0,0,1,0,0,4,0,5,0,0,2,4,0,4,8,2,0,0,1,1,2,2,0,0,0,8,3,3,4,4,0,4,1,2,0,0,0,2,0,0,0
34.03_-118.39,34.03,-118.39,2,12,10,13,10,4,11,6,9,11,12,10,7,7,6,10,12,14,6,9,6,10,5,10,5,10,9,10,9,13,12,8,8,2,3,8,12,4,10,10,6,7,17,11,4,5,7,22,12,4,10,18,2,4,8,11,14,4,4,11,11,4,4,18,12,3,17,13,9,15,8,11,12,17,10,5,6,10,5,1,7,8,10,12,1
34.03_-118.4,34.03,-118.4,0,4,7,4,4,4,4,8,4,9,4,9,9,4,9,0,2,3,4,4,2,2,1,4,4,4,6,2,5,3,3,3,2,3,4,1,3,3,5,0,4,3,10,11,7,7,4,3,9,5,11,9,3,1,3,6,5,7,5,5,5,6,6,8,5,9,9,9,2,12,10,9,8,9,10,7,8,5,7,2,4,7,9,5,5
34.03_-118.41,34.03,-118.41,0,2,6,2,3,0,3,3,3,1,2,2,3,3,3,1,3,0,0,2,4,2,3,1,1,3,2,3,3,5,1,1,4,1,4,2,1,0,2,0,1,1,5,1,1,2,3,1,3,1,5,5,1,0,3,7,5,3,2,4,3,4,2,6,4,3,7,5,10,4,5,23,7,11,5,2,7,6,9,3,14,10,12,10,4
34.03_-118.42,34.03,-118.42,4,7,11,17,12,19,18,9,13,3,12,16,13,11,9,9,7,3,10,8,12,5,10,7,7,15,8,12,18,9,8,14,17,4,10,4,7,3,4,4,7,10,12,22,5,16,13,10,10,4,18,10,2,5,5,2,11,16,7,16,9,3,7,10,5,7,8,6,4,5,8,5,10,8,10,14,15,15,5,8,12,7,12,17,6
34.03_-118.43,34.03,-118.43,5,22,26,21,26,22,24,20,25,17,23,21,16,22,12,26,25,23,23,25,29,15,27,22,20,24,18,17,35,18,21,18,17,4,16,19,22,15,19,13,15,19,29,58,22,44,31,24,29,11,14,28,5,4,6,8,39,24,21,34,18,17,18,48,15,30,32,40,63,46,57,61,47,67,27,61,42,48,35,19,23,35,28,25,5
34.03_-118.44,34.03,-118.44,3,15,9,21,9,11,9,13,19,12,10,9,6,18,8,12,8,3,9,12,10,5,9,10,10,9,9,14,7,13,5,14,7,4,8,12,8,9,15,6,13,16,18,22,11,12,16,19,11,8,18,10,4,3,10,21,21,21,17,28,7,22,20,11,11,18,16,9,16,30,19,39,23,45,14,29,19,28,22,6,10,34,31,16,9
34.03_-118.45,34.03,-118.45,3,6,4,8,3,9,12,3,2,13,1,3,5,2,4,7,2,5,3,4,3,11,3,3,5,4,1,3,8,5,6,5,4,2,12,5,7,2,3,6,1,5,7,22,10,12,11,16,2,2,6,4,0,2,3,5,13,21,6,9,8,13,12,13,12,20,25,14,16,10,6,16,4,25,10,12,15,12,8,4,5,14,6,6,3
34.04_-118.15,34.04,-118.15,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,2,9,6,2,6,10,2,4,0,14,5,4,1,3,1,4,0,6,4,1,2,1,2,2,1,1,2,3,3,1,0,5,4,1,3,1,1,2,0,1,2,1,1,0
34.04_-118.16,34.04,-118.16,1,8,5,10,8,6,7,8,8,5,9,7,4,5,4,6,4,3,8,3,5,4,1,7,8,1,4,5,3,5,5,6,2,3,7,2,5,3,0,4,3,2,5,7,4,9,8,10,5,11,9,6,2,0,8,3,10,21,11,18,2,8,5,8,5,5,5,8,6,8,7,7,1,13,2,16,2,8,11,3,10,5,8,5,7
34.04_-118.17,34.04,-118.17,7,22,18,28,17,16,26,17,16,17,18,11,11,27,10,20,10,15,16,16,12,15,11,13,31,17,11,21,7,14,15,20,14,13,15,14,11,13,19,9,12,13,38,37,20,38,26,16,25,20,16,12,5,2,13,18,39,31,15,38,8,16,11,13,15,12,17,23,17,18,12,48,17,41,15,36,31,17,41,8,36,26,41,23,14
34.04_-118.18,34.04,-118.18,0,7,4,3,6,3,1,8,3,3,2,5,1,4,6,2,4,3,4,3,2,4,2,3,1,1,3,7,2,8,4,4,6,2,5,5,1,1,0,2,3,4,8,10,6,5,7,10,7,5,5,7,0,2,5,6,14,6,8,6,5,4,7,6,6,5,6,7,1,5,6,1,2,25,8,7,16,10,16,9,17,11,10,4,4
34.04_-118.19,34.04,-118.19,3,3,4,5,0,6,4,4,6,4,5,0,4,4,5,8,3,3,1,1,2,1,5,3,4,2,3,2,3,3,1,8,2,0,1,1,5,2,4,4,4,3,8,15,5,8,5,6,5,4,5,7,0,0,4,5,10,10,11,4,1,3,3,1,5,4,1,4,4,7,4,2,2,9,6,9,7,3,12,12,3,13,17,2,7
34.04_-118.2,34.04,-118.2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0
34.04_-118.21,34.04,-118.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,3,11,0,3,2,8,19,0,0,0,0,2,4,0,0,1,0
34.04_-118.22,34.04,-118.22,4,17,12,20,20,20,19,19,29,22,11,12,11,15,15,14,6,12,14,20,9,7,8,17,17,14,14,22,9,25,6,9,10,9,11,3,13,9,17,3,5,10,25,28,14,34,42,32,21,9,22,42,4,9,11,22,30,33,35,26,14,13,20,19,28,14,17,18,19,31,27,26,28,46,34,21,31,30,17,21,21,20,12,21,17
34.04_-118.23,34.04,-118.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0
34.04_-118.24,34.04,-118.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,8,1,5,0,0,0,0,3,0,0,0,0,0,0
34.04_-118.25,34.04,-118.25,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,1,1,5,0,2,0,2,4,0,0,3,0,0,2,2,0,0,0
34.04_-118.26,34.04,-118.26,0,2,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,2,0,0,0,0,3,5,1,1,0,0,0,2,0,0,0,0,2,1,1
34.04_-118.27,34.04,-118.27,8,28,15,24,33,29,17,16,23,32,28,29,27,31,25,38,14,12,9,26,32,22,28,28,15,22,27,36,28,27,21,13,22,14,23,15,28,22,42,14,26,10,46,43,22,35,49,39,35,34,23,29,11,13,44,60,89,58,56,54,34,31,30,34,44,20,41,27,47,28,38,59,41,48,36,36,34,37,28,15,30,43,50,32,13
34.04_-118.28,34.04,-118.28,4,9,11,19,19,27,17,13,21,20,20,19,11,19,11,15,9,12,14,16,10,6,8,9,15,18,10,11,19,12,16,9,20,6,14,13,16,23,29,7,5,18,36,36,36,39,37,39,34,21,24,21,11,7,19,16,35,19,32,25,19,28,23,16,16,13,18,14,33,20,17,31,24,27,27,20,16,26,18,11,7,13,22,7,11
34.04_-118.29,34.04,-118.29,3,9,16,11,14,18,11,12,10,6,7,4,14,14,2,9,7,5,2,12,10,2,3,3,15,9,5,13,6,7,8,8,6,6,15,4,8,12,2,10,7,9,22,14,11,24,12,18,13,10,15,16,7,6,11,21,20,26,17,19,15,18,11,19,19,17,19,17,21,9,17,25,49,32,39,35,15,19,22,11,20,35,23,11,5
34.04_-118.3,34.04,-118.3,5,10,7,8,6,3,17,7,6,4,7,7,7,11,5,3,9,6,5,6,13,1,8,8,7,8,7,6,9,11,4,4,3,6,8,3,10,3,5,4,4,7,14,14,9,13,16,9,7,5,5,11,3,6,11,18,20,13,18,63,10,18,12,34,17,19,18,22,49,30,23,45,50,30,25,26,18,12,18,9,9,12,23,7,8
34.04_-118.31,34.04,-118.31,0,5,9,16,7,13,11,4,13,3,2,5,10,9,13,8,11,9,4,8,5,9,7,6,7,6,5,17,8,18,9,11,3,6,7,1,4,3,9,11,5,9,12,17,11,8,15,12,16,8,8,19,3,4,7,15,20,5,17,9,13,23,11,18,10,21,32,8,23,33,21,51,20,40,15,12,17,14,10,6,10,15,21,12,8
34.04_-118.32,34.04,-118.32,3,18,8,17,8,10,8,17,10,10,15,11,11,9,9,7,7,4,5,7,5,6,10,14,8,11,8,15,7,16,5,12,6,7,7,4,6,5,7,7,5,8,15,17,7,21,16,26,13,13,7,16,6,1,8,10,8,9,18,36,26,17,19,26,14,33,33,15,41,20,70,31,35,67,45,25,17,20,26,12,9,21,20,12,7
34.04_-118.33,34.04,-118.33,2,4,5,2,5,1,4,1,3,0,7,3,3,1,0,5,3,2,2,6,8,0,4,6,2,8,3,6,6,2,1,4,0,4,6,7,10,9,11,14,6,13,25,28,10,24,14,19,14,11,6,6,7,5,7,19,24,13,13,18,6,17,9,8,10,9,11,12,16,6,14,15,18,21,23,19,15,16,12,3,3,4,9,1,5
34.04_-118.34,34.04,-118.34,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0
34.04_-118.35,34.04,-118.35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,2,0,4,0,7,0,2,23,19,7,8,10,27,1,14,2,8,0,11,5,0,8,0,0,0,0,1,6,0,0
34.04_-118.36,34.04,-118.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0
34.04_-118.37,34.04,-118.37,1,10,3,7,2,8,6,3,3,1,2,2,3,5,3,4,3,2,0,3,5,1,9,4,1,4,3,2,4,5,1,0,2,3,4,4,10,12,3,5,2,8,14,8,1,19,8,10,12,3,6,10,2,1,7,7,10,21,11,16,7,1,6,10,6,7,5,30,5,13,7,3,7,3,20,10,5,1,8,2,6,6,6,1,5
34.04_-118.38,34.04,-118.38,5,25,4,9,6,10,13,8,9,15,16,9,13,11,11,7,14,5,4,8,13,9,12,5,6,11,7,7,16,13,9,8,15,6,4,1,5,13,4,10,3,8,27,38,6,11,23,27,10,7,10,20,1,4,17,6,26,7,11,22,7,4,45,19,9,7,11,12,10,7,14,10,8,6,11,10,6,15,6,7,7,15,18,7,8
34.04_-118.39,34.04,-118.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,0,0,2,0,2,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0
34.04_-118.43,34.04,-118.43,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.04_-118.44,34.04,-118.44,4,16,20,23,15,24,22,18,26,21,10,13,9,15,19,15,12,10,14,19,18,12,14,16,20,18,9,14,18,9,16,14,14,6,10,10,10,6,15,3,10,15,29,38,18,40,35,18,21,3,19,26,5,2,5,10,19,19,11,19,10,7,7,22,8,10,7,14,20,11,22,22,24,19,11,12,14,17,12,3,8,15,13,13,5
34.04_-118.45,34.04,-118.45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,4,5,0,2,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0
34.04_-118.46,34.04,-118.46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
34.05_-118.17,34.05,-118.17,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,0,0,1,1,1,1,0,2,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,7,0,0,0,2,5,3,1,2,1,4,3,5,3,1,0,1,2,4,1
34.05_-118.18,34.05,-118.18,0,3,1,2,5,2,2,2,2,0,0,0,0,3,0,2,1,2,1,1,2,0,1,0,1,0,1,1,0,0,1,1,1,2,1,1,1,1,1,0,1,2,4,2,1,0,1,1,0,2,1,0,0,0,2,1,2,3,2,1,3,3,4,0,5,4,0,11,3,8,7,0,6,9,3,0,7,11,7,2,3,1,10,6,2
34.05_-118.19,34.05,-118.19,0,1,2,3,1,0,4,1,3,1,1,0,1,1,5,1,4,0,1,1,0,1,1,0,1,2,1,3,2,0,5,1,3,1,3,0,2,1,0,0,1,1,1,5,1,5,2,2,2,2,5,1,0,1,2,4,9,0,8,8,4,2,1,0,5,2,2,5,5,4,6,5,2,11,8,2,4,6,9,1,4,5,3,1,4
